"X","Y","Label"
0.2655086631421,0.526019062381238,1
0.37212389963679,0.0733354249969125,1
0.572853363351896,0.849741751793772,1
0.908207789994776,0.423058009007946,0
0.201681931037456,0.988096073037013,0
0.898389684967697,0.478874128777534,0
0.944675268605351,0.905694005545229,0
0.660797792486846,0.0185059309005737,1
0.62911404389888,0.192143822088838,1
0.0617862704675645,0.384307020576671,0
0.205974574899301,0.307436424074695,0
0.176556752528995,0.528291253373027,0
0.687022846657783,0.72822568169795,1
0.384103718213737,0.953556534368545,1
0.769841419998556,0.495994127122685,0
0.497699242085218,0.132017247145995,1
0.717618508264422,0.608468755614012,1
0.991906094830483,0.991868579527363,0
0.380035179434344,0.0947096680756658,1
0.777445221319795,0.895283457124606,0
0.934705231105909,0.334860897623003,0
0.212142521282658,0.472178465919569,0
0.651673766085878,0.177117969840765,1
0.125555095961317,0.351655028294772,0
0.267220668727532,0.176559115527198,1
0.386114092543721,0.653045778162777,1
0.0133903331588954,0.236101077171043,0
0.382387957070023,0.897164004389197,1
0.86969084572047,0.339147608028725,0
0.34034899668768,0.92379611171782,1
0.482080115471035,0.497738852631301,1
0.599565825425088,0.569841379532591,1
0.493541307048872,0.736779738916084,1
0.186217601411045,0.214827520074323,0
0.827373318606988,0.305312757613137,0
0.668466738192365,0.863499861210585,1
0.79423986072652,0.195720054209232,0
0.107943625887856,0.850945501588285,0
0.723710946040228,0.946970957797021,1
0.411274429643527,0.274561112048104,1
0.820946294115856,0.839856049511582,0
0.647060193819925,0.143855765694752,1
0.78293276228942,0.757050371263176,0
0.553036311641335,0.446126565570012,1
0.529719580197707,0.955431776354089,1
0.789356231689453,0.635325060458854,0
0.023331202333793,0.164100986905396,0
0.477230065036565,0.406969435280189,1
0.7323137386702,0.979760026792064,1
0.692731556482613,0.146939058788121,1
0.477619622135535,0.889985184883699,1
0.8612094768323,0.196703487541527,0
0.438097107224166,0.620587071869522,1
0.244797277031466,0.792540993075818,0
0.0706790471449494,0.73379553668201,0
0.0994661601725966,0.751720339525491,0
0.31627170718275,0.524456359213218,1
0.518634263193235,0.629951623501256,1
0.662005076417699,0.455877244705334,1
0.406830187188461,0.254004830028862,1
0.912875924259424,0.0574859934858978,0
0.293603372760117,0.435303197940812,1
0.459065726259723,0.771134980488569,1
0.332394674187526,0.129155446076766,1
0.65087046707049,0.983916262863204,1
0.258016780717298,0.814176932908595,1
0.478545248275623,0.981680901022628,1
0.766310670645908,0.0363396902102977,0
0.0842469143681228,0.567414059303701,0
0.875321330036968,0.401718270266429,0
0.339072937844321,0.457046317867935,1
0.839440350187942,0.403324390063062,0
0.34668348915875,0.57220648182556,1
0.333774930797517,0.260250953026116,1
0.476351245073602,0.874087562551722,1
0.892198335845023,0.993087251903489,0
0.864339470630512,0.930202217539772,0
0.389989543473348,0.986528045032173,1
0.777320698834956,0.658342666225508,0
0.960617997217923,0.302385349525139,0
0.434659484773874,0.867420181864873,1
0.712514678714797,0.671259561087936,1
0.399994368897751,0.489199620904401,1
0.325352151878178,0.6285839099437,1
0.757087148027495,0.690660070860758,0
0.202692255144939,0.672291485359892,0
0.711121222469956,0.882117749424651,1
0.121691921027377,0.687738198088482,0
0.245488513959572,0.999863459262997,0
0.14330437942408,0.25053632655181,0
0.239629415096715,0.478466552915052,0
0.0589343772735447,0.0151006982196122,0
0.642288258532062,0.252019782550633,1
0.876269212691113,0.326658140635118,0
0.778914677444845,0.672132012201473,0
0.79730882588774,0.748441303847358,0
0.455274453619495,0.342435503611341,1
0.410084082046524,0.280259827850387,1
0.810870242770761,0.737378113903105,0
0.604933290276676,0.62696939567104,1
0.654723928077146,0.63354170625098,1
0.353197271935642,0.215981491142884,1
0.270260145887733,0.905941029312089,1
0.99268406117335,0.586245939601213,0
0.633493264438584,0.168583858758211,1
0.213208135217428,0.683197691803798,0
0.129372348077595,0.113990662852302,0
0.478118034312502,0.527885041665286,1
0.924074469832703,0.941509603289887,0
0.59876096714288,0.148946444038302,1
0.976170694921166,0.589121523778886,0
0.731792511884123,0.878276449628174,1
0.356726912083104,0.178157206624746,1
0.431473690550774,0.47083354764618,1
0.148211560677737,0.141462349332869,0
0.0130775754805654,0.0993826135527343,0
0.715566066093743,0.290351454168558,1
0.103184235747904,0.245475998381153,0
0.446284348610789,0.722559324000031,1
0.640101045137271,0.53627455397509,1
0.991838620044291,0.299001172650605,0
0.495593577856198,0.199700410012156,1
0.484349524369463,0.910177063662559,1
0.173442334868014,0.0329712047241628,0
0.754820944508538,0.596324425190687,0
0.453895489219576,0.15090500889346,1
0.511169783771038,0.577648263191804,1
0.207545113284141,0.454476653132588,0
0.228658142732456,0.493808774044737,0
0.595711996313184,0.526207120390609,1
0.57487219828181,0.383012889884412,1
